Palabras,Valor
autogolpe,-1
autocrítica,-1
autodestructivo,-1
auto-humillación,-1
interés propio,-1
interesado,-1
semi-retardado,-1
senil,-1
sensacionalizar,-1
gravedad,-1
servidumbre,-1
preparar,-1
reveses,-1
desgastado,-1
sombreado,-1
tembloroso,-1
impostor,-1
ruinas,-1
desvergonzado,-1
desvergüenza,-1
tiburón,-1
bruscamente,-1
transexual,-1
brillar,-1
camisa,-1
naufragio,-1
eludir,-1
conmocionado,-1
impactante,-1
efímero,-1
estafar,-1
miope,-1
miopía,-1
musaraña,-1
estridente,-1
con tono agudo,-1
marchitar,-1
sudario,-1
envuelto,-1
encogimiento de hombros,-1
rehuir,-1
apartadero,-1
desviado,-1
cerco,-1
tontamente,-1
simplista,-1
simplistamente,-1
pecaminoso,-1
pecaminosamente,-1
siniestramente,-1
lavabo,-1
esqueletos,-1
escépticamente,-1
escepticismo,-1
flaco,-1
esconderse,-1
calumniador,-1
bofetada,-1
cuchillada,-1
esclavo,-1
limo,-1
sudar tinta,-1
trabajosos,-1
sloooooooooooooow,-1
descuidadamente,-1
movimiento lento,-1
ralentizado,-1
más lento,-1
el más lento,-1
despacio,-1
lentowww,-1
babosa,-1
desplomado,-1
tortazo,-1
más bien pequeño,-1
aplastar,-1
frotis,-1
oler,-1
olido,-1
oliendo,-1
huele,-1
eperlano,-1
fumar,-1
cortina de humo,-1
arder sin llama,-1
latente,-1
mancha,-1
manchado,-1
manchas,-1
manchando,-1
presumido,-1
con aire de suficiencia,-1
tizón,-1
smuttier,-1
más sucia,-1
tiznado,-1
engancharse,-1
enganchado,-1
enganchar,-1
trabas,-1
trampa,-1
furtivo,-1
furtivamente,-1
burlador y despreciativo,-1
en tono burlador y despreciativo,-1
snob,-1
esnob,-1
snobs,-1
desaire,-1
so-cal,-1
jabonoso,-1
sollozo,-1
sobrio,-1
aleccionador,-1
solemne,-1
solicitud,-1
dolorosamente,-1
lo siento,-1
agrio,-1
pala,-1
gastado,-1
arrojar,-1
vomitado,-1
vomita,-1
derramar,-1
solterona,-1
sin ánimo,-1
rencorosamente,-1
salpicar,-1
división,-1
mimar,-1
espectro,-1
más espeluznante,-1
escalofriantemente,-1
escalofriante,-1
alimentado con cuchara,-1
alimentación con cuchara,-1
esporádico,-1
chisporroteo,-1
disputa común,-1
riña,-1
squash,-1
chirrido,-1
chirridos,-1
chirriador,-1
chillando,-1
chillidos,-1
retorcerse,-1
puñalada,-1
estancado,-1
estancarse,-1
estancamiento,-1
serio,-1
puesto,-1
establos,-1
estampida,-1
parada,-1
crudamente,-1
sorprendentemente,-1
inanición,-1
morir de hambre,-1
estático,-1
robando,-1
roba,-1
escarpado,-1
hedor,-1
estereotipo,-1
estereotipado,-1
estereotípicamente,-1
popa,-1
estofado,-1
sofocar,-1
sofocante,-1
estigma,-1
estigmatizar,-1
picadura,-1
escozor,-1
punzante,-1
apesta,-1
estola,-1
robado,-1
secuaz,-1
títeres,-1
Tormentoso,-1
rezagarse,-1
presion,-1
tirante,-1
desconocido,-1
mas extraño,-1
estrangular,-1
agotador,-1
estrés,-1
destaca,-1
Estresante,-1
estricto,-1
estrictamente,-1
estridentemente,-1
Huelga,-1
riguroso,-1
dificil,-1
luchó,-1
luchas,-1
luchando,-1
puntal,-1
testarudez,-1
atascado,-1
cargado,-1
tropezón,-1
tropezó,-1
tropiezos,-1
tocón,-1
tocones,-1
aturdir,-1
más estúpido,-1
estupir,-1
estupor,-1
tartamudear,-1
tartamudeó,-1
tartamudeo,-1
tartamudea,-1
orzuelo,-1
bloqueado,-1
sometido,-1
sujeción,-1
subyugación,-1
sumiso,-1
subordinar,-1
citación,-1
citaciones,-1
subordinación,-1
subordinado,-1
sustraer,-1
subversión,-1
subversivo,-1
subversivamente,-1
subvertir,-1
sucumbir,-1
chupado,-1
ventosa,-1
demandar,-1
demandado,-1
demandando,-1
sufrir,-1
sufrió,-1
sufre,-1
endulzar,-1
recubierto de azúcar,-1
suicida,-1
suicidio,-1
estar mohíno,-1
hosco,-1
superficialidad,-1
superficialmente,-1
superstición,-1
supersticioso,-1
supresión,-1
Rendición,-1
susceptible,-1
sospechar,-1
sospecha,-1
sospechas,-1
suspicaz,-1
con recelo,-1
pavonearse,-1
sudoroso,-1
hinchazón,-1
golpe fuerte,-1
síntoma,-1
síntomas,-1
tabú,-1
manosear,-1
enredo,-1
enredado,-1
enredos,-1
tanque,-1
tanques,-1
berrinche,-1
deslustre,-1
empañado,-1
empaña,-1
desfloración,-1
pulla,-1
burlarse,-1
cursi,-1
tedioso,-1
tediosamente,-1
temeridad,-1
templar,-1
tempestad,-1
tentación,-1
sensibilidad,-1
tiempo,-1
tensión,-1
tentativo,-1
tentativamente,-1
tenue,-1
tenuemente,-1
terror,-1
terror-genico,-1
terrorismo,-1
aterrorizar,-1
más grueso,-1
sed,-1
irreflexivamente,-1
irreflexión,-1
movimiento de piernas,-1
amenazar,-1
amenazas,-1
grupo de tres,-1
palpitar,-1
palpitaba,-1
palpitante,-1
palpita,-1
acelerador,-1
pulgar hacia abajo,-1
pulgares abajo,-1
pérdida de tiempo,-1
encogidamente,-1
minúsculo,-1
hormigueo,-1
fatigoso,-1
fatigosamente,-1
esfuerzo,-1
Peaje,-1
demasiado pesado por arriba,-1
derrocar,-1
tormento,-1
atormentado,-1
torrente,-1
tortura,-1
torturado,-1
torturas,-1
torturando,-1
totalitario,-1
tenacidad,-1
revendedor,-1
promocionado,-1
revendedores,-1
tóxico,-1
traicionero,-1
vagabundo,-1
pisotear,-1
transgredir,-1
atrapado,-1
baja calidad,-1
trauma,-1
traumático,-1
traumáticamente,-1
traumatizar,-1
traumatizado,-1
parodias,-1
a traición,-1
bureado,-1
astucia,-1
trivial,-1
trivializar,-1
alborotador,-1
nubes,-1
preocupante,-1
preocupantemente,-1
tumultuoso,-1
turbulento,-1
giro,-1
retorcido,-1
giros,-1
dos caras,-1
tiránico,-1
tiránicamente,-1
tiranía,-1
ugh,-1
más feo,-1
mas feo,-1
fealdad,-1
feo,-1
ulterior,-1
ultimátum,-1
ultimátums,-1
ultraduro,-1
no visible,-1
inaceptable,-1
inaceptablemente,-1
inaccesible,-1
no acostumbrado,-1
inalcanzable,-1
inasequible,-1
no atractivo,-1
poco auténtico,-1
indisponible,-1
inaguantable,-1
increíblemente,-1
incierto,-1
incivil,-1
incivilizado,-1
poco claro,-1
incobrable,-1
incómodamente,-1
no competitivo,-1
sin concesiones,-1
inconfirmado,-1
inconstitucional,-1
sin control,-1
poco convincente,-1
incooperativo,-1
tosco,-1
poco creativo,-1
indefinido,-1
falta de confianza,-1
poco confiable,-1
vender a menor precio que,-1
cortes,-1
socavando,-1
subestimar,-1
subordinados,-1
socavar,-1
socavado,-1
socava,-1
poco pagado,-1
sin poder,-1
sietemesino,-1
indeseable,-1
indigno,-1
sin disolver,-1
indocumentado,-1
indebido,-1
antieconómico,-1
desempleados,-1
poco ético,-1
sin acontecimientos notables,-1
inesperado,-1
inesperadamente,-1
infielmente,-1
desfavorable,-1
inconcluso,-1
impropio,-1
imprevisto,-1
Desafortunadamente,-1
incumplido,-1
sin fondos,-1
ingobernable,-1
desagradecido,-1
infelizmente,-1
infelicidad,-1
insalubre,-1
unilateralismo,-1
no imaginable,-1
inimaginablemente,-1
sin importancia,-1
no informado,-1
sin seguro,-1
ininteligible,-1
unipolar,-1
injustificable,-1
injustificadamente,-1
injustificado,-1
cruelmente,-1
ilegalidad,-1
desatraillar,-1
no licenciado,-1
impasible,-1
antinatural,-1
antinaturalmente,-1
desapercibido,-1
heterodoxo,-1
heterodoxia,-1
desagradables,-1
impredecible,-1
desprevenido,-1
improductivo,-1
no probado,-1
desaprueba,-1
sin probar,-1
no cualificado,-1
desenmarañar,-1
desenredado,-1
ilegible,-1
poco realista,-1
irrazonable,-1
falta de fiabilidad,-1
no fidedigno,-1
agitación,-1
revoltoso,-1
poco escrupuloso,-1
sin escrúpulos,-1
trastornar,-1
no capacitado,-1
no sofisticado,-1
indecible,-1
indeciblemente,-1
sin especificar,-1
sin éxito,-1
no admitido,-1
nada suspicaz,-1
insostenible,-1
impensable,-1
prematuro,-1
intacto,-1
indigno de confianza,-1
inutilizable,-1
extraordinariamente,-1
no deseado,-1
imposible de ver,-1
indispuesto,-1
renuencia,-1
impracticable,-1
indigno de,-1
reprender a,-1
levantamiento,-1
estruendoso,-1
estruendosamente,-1
ruidosamente,-1
desarraigar,-1
trastornado,-1
levantando,-1
disgustos,-1
urgente,-1
usurpar,-1
usurpador,-1
absolutamente,-1
vaguedad,-1
vano,-1
vanamente,-1
vanidad,-1
vehemente,-1
vehementemente,-1
respiradero,-1
vestigios,-1
vejar,-1
vejación,-1
vibrar,-1
vibrado,-1
vibra,-1
vibrante,-1
vicio,-1
vicioso,-1
viciosamente,-1
victimizar,-1
vileza,-1
vilipendiar,-1
villano,-1
villanos,-1
velloso,-1
espíritu de venganza,-1
violadores,-1
violento,-1
violentamente,-1
víbora,-1
virulento,-1
virulentamente,-1
vociferante,-1
vociferantemente,-1
volátil,-1
volatilidad,-1
vómito,-1
vomitando,-1
estrafalario,-1
revolcarse por,-1
menguar,-1
menguante,-1
con cautela,-1
cautela,-1
prevenido,-1
advertencia,-1
deformación,-1
cauteloso,-1
lavado,-1
residuos,-1
despilfarro,-1
diluir,-1
diluido,-1
débiles,-1
debilitamiento,-1
más débil,-1
debilidades,-1
cuña,-1
hierba,-1
engatusar,-1
gimoteo,-1
látigos,-1
malvado,-1
salvajemente,-1
engaños,-1
debilucho,-1
contraerse de dolor,-1
tambalearse,-1
se tambaleó,-1
se tambalea,-1
mujeriego,-1
preocupadamente,-1
empeoramiento,-1
sin valor,-1
heridas,-1
reñir a,-1
arruina,-1
arrancar arrebatar,-1
desdichado,-1
miserablemente,-1
arrugado,-1
arrugas,-1
frotar,-1
arrugando,-1
equivocadamente,-1
forjado,-1
bostezo,-1
zapped,-1
zaps,-1
zombi,-1
silencio,-1
pocos,-1
violencia,-1
larga,-1
presión,-1
mala,-1
debería,-1
aparte,-1
eta,-1
corto,-1
olvidar,-1
drogas,-1
accidente,-1
impuesto,-1
sentencia,-1
delito,-1
estrella,-1
poca,-1
discusión,-1
detenido,-1
gasto,-1
déficit,-1
corta,-1
inflación,-1
lentamente,-1
gritos,-1
delitos,-1
cerrado,-1
atentado,-1
polémica,-1
extraña,-1
detenidos,-1
tabaco,-1
dependencia,-1
lágrimas,-1
tasas,-1
negó,-1
cadáver,-1
capa,-1
difíciles,-1
eliminar,-1
seco,-1
daños,-1
heridos,-1
deberían,-1
trastornos,-1
obliga,-1
cerró,-1
comisiones,-1
accidentes,-1
detuvo,-1
presiones,-1
olvidado,-1
lesiones,-1
incidencia,-1
terrorista,-1
impide,-1
narcotráfico,-1
abandono,-1
enfrentar,-1
secuestro,-1
expediente,-1
impone,-1
desempleo,-1
malas,-1
quito,-1
seca,-1
discutir,-1
preocupa,-1
escasos,-1
penas,-1
rara,-1
cementerio,-1
fallo,-1
perdida,-1
retiro,-1
guerras,-1
gritó,-1
faltaba,-1
incendio,-1
intimidad,-1
compleja,-1
falsa,-1
impuso,-1
excesiva,-1
incertidumbre,-1
abandonó,-1
murieron,-1
sufren,-1
tumba,-1
presa,-1
robo,-1
asesinado,-1
atentados,-1
detener,-1
nerviosa,-1
enfrenta,-1
cadáveres,-1
detiene,-1
postre,-1
quita,-1
enfrentarse,-1
irregularidades,-1
obligó,-1
peores,-1
rebeldes,-1
incidentes,-1
nostalgia,-1
acusó,-1
ocultar,-1
contradicciones,-1
cocaína,-1
crímenes,-1
complicaciones,-1
persecución,-1
cerrados,-1
rechazó,-1
golfo,-1
denunció,-1
sanción,-1
exigen,-1
pretexto,-1
desapareció,-1
ilegales,-1
afectadas,-1
desaparece,-1
limita,-1
rebelión,-1
enferma,-1
mató,-1
peligrosa,-1
discusiones,-1
esperamos,-1
falleció,-1
pierden,-1
obsesión,-1
peligros,-1
extradición,-1
afectada,-1
dramático,-1
patología,-1
rehenes,-1
dramática,-1
temores,-1
inconveniente,-1
llorando,-1
caía,-1
desconocida,-1
desconocidos,-1
modesto,-1
caen,-1
grita,-1
violentos,-1
sucia,-1
hongos,-1
times,-1
dependencias,-1
demasiada,-1
vengo,-1
cólera,-1
falsas,-1
escasas,-1
limitó,-1
monopolio,-1
falsos,-1
cayeron,-1
teme,-1
impidió,-1
interminable,-1
evitando,-1
bárbara,-1
olvida,-1
mueren,-1
reestructuración,-1
oculto,-1
insomnio,-1
carecen,-1
tumores,-1
abandona,-1
retiró,-1
desgraciadamente,-1
perdidos,-1
padece,-1
pesada,-1
secos,-1
huida,-1
incendios,-1
querella,-1
matado,-1
terremoto,-1
perdía,-1
complejas,-1
cortado,-1
quitó,-1
desaparecidos,-1
reclamar,-1
criticó,-1
detenerse,-1
ciega,-1
excesos,-1
obesidad,-1
angustias,-1
gritando,-1
vacíos,-1
complicada,-1
artificiales,-1
severa,-1
faltas,-1
inquietudes,-1
cayendo,-1
opone,-1
interrumpió,-1
prostitución,-1
contrabando,-1
descarta,-1
maldita,-1
denunciado,-1
temía,-1
fríos,-1
replicó,-1
tristes,-1
impiden,-1
exigía,-1
perderse,-1
espinosa,-1
demasiados,-1
llora,-1
escondido,-1
pesa,-1
indemnización,-1
derrotado,-1
pesados,-1
critica,-1
cortó,-1
retira,-1
vacías,-1
homicidio,-1
terribles,-1
violaciones,-1
padecen,-1
atenta,-1
freno,-1
expulsado,-1
faltaban,-1
especulación,-1
insólito,-1
enfrentan,-1
absurda,-1
limitar,-1
sacrificios,-1
etarras,-1
vértigo,-1
demora,-1
sufrieron,-1
faltó,-1
muertas,-1
gritaba,-1
impuesta,-1
infarto,-1
padecer,-1
niegan,-1
huracán,-1
mataron,-1
discrepancias,-1
sosa,-1
desesperada,-1
anomalías,-1
trágica,-1
jaula,-1
alcoholismo,-1
rebeldía,-1
tumor,-1
esperó,-1
temer,-1
exigió,-1
dominantes,-1
pecados,-1
preocupes,-1
ignora,-1
depresivo,-1
raras,-1
marea,-1
despidió,-1
despido,-1
obligan,-1
desconocimiento,-1
vómitos,-1
secuestrado,-1
quema,-1
sufriendo,-1
tinieblas,-1
acusan,-1
chorro,-1
pierda,-1
abandonada,-1
susceptibles,-1
forzar,-1
mafia,-1
paró,-1
agresiva,-1
fallos,-1
irregulares,-1
narcotraficantes,-1
elimina,-1
sospechosos,-1
olvidarse,-1
olvidó,-1
imponerse,-1
impedía,-1
destruido,-1
desaparecen,-1
modesta,-1
frialdad,-1
asma,-1
olvide,-1
despedirse,-1
aberrante,-1
aborrecer,-1
abuchear,-1
abusar,-1
apenado,-1
atormentar,-1
atrasar,-1
atrevido,-1
baboso,-1
bromear,-1
chocante,-1
consumir,-1
copia,-1
coquetear,-1
cortejar,-1
debe,-1
decaído,-1
declinar,-1
decrecer,-1
defraudación,-1
demente,-1
desahogarse,-1
desalmado,-1
desamparar,-1
desatinado,-1
desautorizar,-1
descanso,-1
desconoce,-1
desconsuelo,-1
descorazonar,-1
desdeñar,-1
altanero,-1
desenfoque,-1
deshacer,-1
deshizo,-1
desinformado,-1
desliz,-1
desmayo,-1
desmotiva,-1
desperfecto,-1
desprovisto,-1
desvanecimiento,-1
desvarío,-1
desviar,-1
diferir,-1
disminuir,-1
disparate,-1
distraído,-1
divagar,-1
dividir,-1
divisible,-1
divorciado,-1
doler,-1
drama,-1
elitista,-1
encojerse,-1
enervante,-1
equivoca,-1
eternidad,-1
exaltar,-1
exceder,-1
excluir,-1
expuesto,-1
extendido,-1
extravío,-1
extremo,-1
favoritismo,-1
forcejeo,-1
pésima,-1
nunca,-1
gordo,-1
hartar,-1
improvisado,-1
indefensible,-1
ineficiencia,-1
inelocuente,-1
inesencial,-1
inexacto,-1
infortunio,-1
inombrable,-1
intranquilo,-1
intrigante,-1
inusual,-1
irreverente,-1
lastima,-1
leve,-1
silencioso,-1
maltratar,-1
malvados,-1
mandato,-1
mofarse,-1
nada,-1
necedad,-1
necesita,-1
nop,-1
ocupado,-1
ordenar,-1
ostiga,-1
perjudica,-1
perro,-1
preferencia,-1
regaña,-1
relajo,-1
reniega,-1
represalías,-1
selectivo,-1
suave,-1
sueño,-1
tediosa,-1
tétrico,-1
timador,-1
traumar,-1
primeriza,-1
pega,-1
desmayar,-1
humillacion,-1
parese,-1
satanas,-1
chuzo,-1
aislen,-1
hijueputa,-1
retén,-1
contaminacion,-1
deberia,-1
marear,-1
parita,-1
demorar,-1
negative,-1
hate,-1
$:,-1
%),-1
%-),-1
&-:,-1
&:,-1
( '}{' ),1
(%,-1
('-:,1
(':,1
((-:,1
(*,1
(-%,-1
(-*,1
(-:,1
(-:0,1
(-:<,-1
(-:o,1
(-:O,1
(-:{,-1
(-:|>*,1
(-;,1
(-;|,1
(8,1
(:,1
(:0,1
(:<,-1
(:o,1
(:O,1
(;,1
(;<,1
(=,1
(?:,1
(^:,1
(^;,1
(^;0,1
(^;o,1
(o:,1
)':,-1
)-':,-1
)-:,-1
)-:<,-1
)-:{,-1
):,-1
):<,-1
):{,-1
);<,-1
*),1
*-),1
*-:,1
*-;,1
*:,1
*<|:-),1
*\0/*,1
*^:,1
",-:",1
---'-;-{@,1
--<--<@,1
.-:,-1
..###-:,-1
..###:,-1
/-:,-1
/:,-1
/:<,-1
/=,-1
/^:,-1
/o:,-1
0-8,1
0-|,-1
0:),1
0:-),1
0:-3.,1
00:03,1
0;^),1
0_o,-1
3:(,-1
3:),1
3:-(,-1
3:-),-1
8),1
8-d,1
8-o,-1
86,-1
8d,1
:###..,-1
:$,-1
:&,-1
:'(,-1
:'),1
:'-(,-1
:'-),1
:(,-1
:),1
:*,1
:-###..,-1
:-&,-1
:-(,-1
:-),1
:-)),1
:-*,1
":-,",1
:-.,-1
:-/,-1
:-<,-1
:-d,1
:-D,1
:-o,1
:-p,1
:-[,-1
:-\,-1
:-c,-1
:-p,1
:-|,-1
:-||,-1
:-Þ,1
:/,-1
:3,1
:<,-1
:>,1
:?),1
:?c,-1
:@,-1
:d,1
:D,1
:l,-1
:o,-1
:p,-1
:s,-1
:[,-1
:\,-1
:],1
:^),1
:^*,1
:^/,-1
:^\,-1
:^|,-1
:c,-1
:c),1
:o),1
:o/,-1
:o\,-1
:o|,-1
:p,1
:{,-1
:|,-1
:},1
:Þ,1
;),1
;-),1
;-*,1
;-],1
;d,1
;D,1
;],1
;^),1
</3,-1
<3,1
<:,1
<:-|,-1
>-:,-1
>.<,-1
>:,-1
>:(,-1
>:),1
>:-(,-1
>:-),-1
>:/,-1
>:o,-1
>:p,1
>:[,-1
>:\,-1
>;(,-1
>;),1
>_>^,1
@:,-1
@>-->--,1
@}-;-'---,1
o-8,-1
o-:,-1
o-|,-1
o.o,-1
O.o,-1
o.O,-1
o:,-1
o:),1
o:-),1
o:-3,1
o:3,1
o:<,-1
o;^),1
ok,1
o_o,-1
O_o,-1
o_O,-1
zzz,-1
[-;,1
[:,1
[;,1
[=,1
\-:,-1
\:,-1
\:<,-1
\=,-1
\^:,-1
\o/,1
\o:,-1
]-:,-1
]:,-1
]:<,-1
^<_<,1
